Stimuli not evoking a direct response, each row is a stimulus vector	2014Sep04

-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-8.0374419e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-9.8550791e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	-5.0528969e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	2.7440475e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	9.1218938e-01	
